"Very High Voltage (kWh)";"High Voltage (kWh)";"Medium Voltage (kWh)";"Low Voltage (kWh)";"Total (kWh)";"temperature_2m (°C)";"relative_humidity_2m (%)";"precipitation (mm)";"apparent_temperature (°C)";"cloud_cover (%)";"surface_pressure (hPa)";"wind_speed_10m (km/h)";"Diffuse_Radiation";"Direct_Radiation";"wind_speed_100m (km/h)";"wind_direction_10m (°)";"wind_direction_100m (°)";"wind_gusts_10m (km/h)";"terrestrial_radiation (W/m²)";"Consumptions";"year";"month";"day_of_year";"day_of_week";"hour";"estacao_ano";"weekend"
91343.777925;192251.453075;343379.492125;1058064.63053375;1685039.35365875;17.1;82;0;15.2;100;989;22.5;"Low";"Low";36.4;223;226;43.9;304.5;"Medium-Low Consumption";2025;1;26;1;17;"Winter";0
87237.936675;195744.014525;348945.04485;1168087.1930135;1800014.1890635;16.4;87;0;14.4;100;988.7;23.35;"None";"Low";37.8;222;225;42.1;84.4;"Medium-Low Consumption";2025;1;26;1;18;"Winter";0
68197.965675;195815.448775;346748.810675;1255801.20842325;1866563.4335482498;16.4;89;0;14.4;100;989;24.2;"None";"None";39;224;224;43.9;0;"Medium-Low Consumption";2025;1;26;1;19;"Winter";0
76725.8906;197664.60315;339307.5015;1266754.67407025;1880452.66932025;16.4;90;0;14.4;100;989.3;24.5;"None";"None";39.6;227;230;44.6;0;"Medium-Low Consumption";2025;1;26;1;20;"Winter";0
85253.815525;197989.96705;328528.009225;1182448.220811;1794220.012611;16.6;90;0;14.6;100;989.5;24.8;"None";"None";39.8;232;232;45.4;0;"Medium Consumption";2025;1;26;1;21;"Winter";0
90692.154;198408.623975;315208.849825;1043025.6958765001;1647335.3236765;16.3;94;0.2;14.4;100;989.6;26.2;"None";"None";41.5;238;240;47.9;0;"Medium-High Consumption";2025;1;26;1;22;"Winter";0
93194.369875;203657.394575;307225.58502500004;903603.170942;1507680.5204170002;16;94;0.1;14.3;100;989.7;24.1;"None";"None";38.4;237;239;47.5;0;"Medium-Low Consumption";2025;1;26;1;23;"Winter";0
87607.495525;204482.1303;310384.439225;775507.011373;1377981.076423;15.9;94;0.1;14.3;100;989.3;23.4;"None";"None";37;232;232;43.9;0;"Medium Consumption";2025;1;27;2;0;"Winter";0
93425.7574;207236.142425;313262.655;677615.74703825;1291540.3018632499;15.799999999999999;95;0;13.9;100;988.9;24.5;"None";"None";38.9;232;232;44.3;0;"Medium Consumption";2025;1;27;2;1;"Winter";0
93732.42415;204703.64185;310488.083125;634809.9979854999;1243734.1471105;15.7;95;0;13.5;100;988.6;26.3;"None";"None";41.4;232;232;47.5;0;"Low Consumption";2025;1;27;2;2;"Winter";0
86661.109675;203609.50115;310441.32392500003;592004.24893275;1192716.18368275;15.5;93;0;13.4;100;988.4;26.2;"None";"None";41.4;230;233;48.2;0;"Low Consumption";2025;1;27;2;3;"Winter";0
91025.267025;200963.560825;314311.019975;582210.98428725;1188510.83211225;15.5;94;0;13.3;100;987.8;25.4;"None";"None";40.4;228;230;47.5;0;"Low Consumption";2025;1;27;2;4;"Winter";0
87956.85492499999;199408.379325;331214.132675;588690.43689725;1207269.80382225;15.4;93;0;13;100;987.2;26.1;"None";"None";42.099999999999994;226;230;47.2;0;"Low Consumption";2025;1;27;2;5;"Winter";0
86331.8055;206702.9455;392784.46265;628761.861723;1314581.075373;15.3;92;0;12.7;100;986.9000000000001;28.450000000000003;"None";"None";43.8;228;230;49;0;"Medium Consumption";2025;1;27;2;6;"Winter";0
82102.142375;209092.392275;471462.617875;749172.61311375;1511829.76563875;15.4;93;0.2;12.4;91;986.6;30.8;"None";"None";45.3;236;237;51.8;0;"Medium-High Consumption";2025;1;27;2;7;"Winter";0
89899.2197;212747.079875;588335.45495;850942.46700875;1741924.22153375;15.4;93;0.4;12.4;100;986.4;30.3;"None";"None";46.8;234;234;55.4;24.5;"Medium-Low Consumption";2025;1;27;2;8;"Winter";0
91050.520575;211471.76605;659547.458425;931084.28519775;1893154.03024775;15.6;93;0.6;12.6;100;986.9;29.066666666666666;"Low";"Low";48.3;243;244;62.6;195.2;"Medium-Low Consumption";2025;1;27;2;9;"Winter";0
92701.619625;202242.462;666163.533875;974591.51295325;1935699.12845325;15.4;97;1.4;13;100;987.7;27.833333333333336;"Low";"Low";43.1;263;264;54.4;423.2;"High Consumption";2025;1;27;2;10;"Winter";0
93512.144675;202176.2976;668732.0756000001;1012176.6776825;1976597.1955575002;15.8;96;0.4;13.6;100;988.4;26.6;"Low";"Low";40.9;265;266;57.6;603.8;"High Consumption";2025;1;27;2;11;"Winter";0
90456.0776;206965.5785875;621743.13535;1048757.4837915;1967922.275329;17.2;82;0.1;13.9;100;988.8;32.1;"Low";"Low";46.2;266;266;65.9;724.6;"High Consumption";2025;1;27;2;12;"Winter";0
90600.56155;211754.859575;598311.060475;1031048.91477975;1931715.39637975;16.2;90;0.4;14.1;100;988.1;25.5;"Medium";"Low";38.9;259;259;56.5;777.5;"High Consumption";2025;1;27;2;13;"Winter";0
88622.6969;211249.31335;631289.7372;995157.502149;1926319.249599;16.2;83;0.2;13.1;100;988.2;28.7;"Low";"Medium";42.6;265;266;66.2;758.8;"High Consumption";2025;1;27;2;14;"Winter";0
87240.39485;212181.2643;658201.94065;989829.8291433749;1947453.428943375;16.1;72;0.1;11.5;25;988.6;33.9;"Low";"Medium";50.3;272;272;62.3;610;"High Consumption";2025;1;27;2;15;"Winter";0
73589.14856666667;216221.824425;640579.058375;984502.15613775;1914892.1875044168;15.1;74;0.1;10.6;33;989.4;32.6;"Low";"Low";48.3;272;272;63.7;516.7;"High Consumption";2025;1;27;2;16;"Winter";0
59937.90228333334;222129.5025;622956.1761;1034132.43073;1939156.0116133336;14.3;76;0.1;10;28;990.1;30.2;"Low";"Low";46.8;271;272;60.1;309.7;"High Consumption";2025;1;27;2;17;"Winter";0
46286.656;222864.7528125;605333.2938250001;1198884.02115375;2073368.72379125;13.4;78;0;8.9;32;990.9;30.2;"Low";"Low";48;275;276;56.5;87;"High Consumption";2025;1;27;2;18;"Winter";0
46867.60125;223600.003125;565337.665775;1341470.0384215;2177275.3085715;12.9;75;0;8.5;10;992.1;27.6;"None";"None";44.7;281;282;55.4;0;"High Consumption";2025;1;27;2;19;"Winter";0
47448.546500000004;222178.08385;536232.239875;1305721.731810875;2111580.602035875;12.5;74;0;8.3;12;993;25.2;"None";"None";41.3;283;283;50.8;0;"High Consumption";2025;1;27;2;20;"Winter";0
48029.49175;220464.858075;509269.008875;1269973.42520025;2047736.78390025;12.1;71;0;7.9;2;993.9;23;"None";"None";38.6;282;284;45.7;0;"High Consumption";2025;1;27;2;21;"Winter";0
61799.1424;213113.366825;474128.8195;1129043.58744275;1878084.91616775;11.6;72;0;7.9;9;994.2;20.2;"None";"None";35.2;281;281;41.2;0;"Medium-Low Consumption";2025;1;27;2;22;"Winter";0
67789.8163;210460.676875;444109.94835;955380.451999;1677740.893524;11.4;73.5;0;7.7;10;994.1;18.9;"None";"None";34.1;267;271;36.7;0;"Medium-Low Consumption";2025;1;27;2;23;"Winter";0
77961.982525;207807.986925;428027.9629875;832280.924496125;1546078.856933625;11.1;75;0;7.7;49;994.3;18.5;"None";"None";33;257;261;34.6;0;"Medium-High Consumption";2025;1;28;3;0;"Winter";0
83526.4526;205719.70255;411945.977625;709181.39699325;1410373.52976825;11.4;76;0;7.8;57;994.1;20.1;"None";"None";34.9;255;258;38.2;0;"Medium Consumption";2025;1;28;3;1;"Winter";0
83172.8015;199393.74825;398068.755725;645235.14004525;1325870.4455202501;11.5;80;0.1;7.8;100;994.1;21.9;"None";"None";36.4;261;261;39.2;0;"Medium Consumption";2025;1;28;3;2;"Winter";0
86806.668375;200552.6766875;395208.66075;611383.1295747501;1293951.13538725;10.9;87;0.4;7;78;994.2;24.8;"None";"None";40.3;263;265;44.6;0;"Medium Consumption";2025;1;28;3;3;"Winter";0
85757.47795;201711.605125;389782.40585;592991.1746445;1270242.6635695;10.7;90;3.3;7.2;100;994;22.3;"None";"None";36;268;270;49.7;0;"Medium Consumption";2025;1;28;3;4;"Winter";0
79898.616625;203550.128975;400140.569475;601176.1002394999;1284765.4153145;10.9;91.5;1.5;7.6;100;993.8;22.3;"None";"None";35.8;265;265;50.4;0;"Medium Consumption";2025;1;28;3;5;"Winter";0
74039.7553;203089.093625;446039.0259;653120.62037375;1376288.49519875;10.8;93;0.4;6.9;100;994;26;"None";"None";40.1;273;275;53.6;0;"Medium Consumption";2025;1;28;3;6;"Winter";0
68180.893975;207589.96655;514770.8809;783787.25100175;1574328.99242675;10.4;92;0.9;6.4;74;994.7;25.05;"None";"None";38.2;285;286;54;0;"Medium-High Consumption";2025;1;28;3;7;"Winter";0
87448.65125;208932.5073;628979.112225;889642.8756925;1815003.1464675001;9.5;89;0.2;5.4;54;996.2;24.1;"None";"None";39;298;299;52.9;26.2;"Medium-Low Consumption";2025;1;28;3;8;"Winter";0
70169.679375;205289.2597;688231.205;956077.5076935;1919767.6517685;9.9;86;0;6.3;21;997.5;20.5;"Low";"Low";32.7;298;300;42.5;198.8;"High Consumption";2025;1;28;3;9;"Winter";0
67009.79495;196239.67025;663813.680575;972677.86104225;1899741.00681725;11.4;76;0;7.4;5;998.7;19.1;"Low";"Low";28;299;301;42.8;427.2;"Medium-Low Consumption";2025;1;28;3;10;"Winter";0
68750.15815;191565.826725;646681.88955;992862.218458;1899860.092883;12.8;64;0;8.5;13;999.2;22.1;"Low";"Low";31.4;302;303;42.8;575.6;"Medium-Low Consumption";2025;1;28;3;11;"Winter";0
73212.2885;186891.9832;592410.9134750001;1013046.57587375;1865561.76104875;13.6;57;0;9.3;91;999.2;22.3;"Low";"Low";31.2;299;300;43.9;729.4;"Medium-Low Consumption";2025;1;28;3;12;"Winter";0
82505.670175;188858.3498;601363.564425;972494.0859095;1845221.6703095;14.1;55;0;9.600000000000001;28;999.3;23.7;"Medium";"Medium";32.7;298;298;45;782.5;"Medium-Low Consumption";2025;1;28;3;13;"Winter";0
91799.05185;190824.7164;610316.215375;951370.37760225;1844310.3612272502;14.6;50;0;9.9;38;999.4;22.7;"Low";"Medium";31.8;304;304;46.1;764.1;"Medium Consumption";2025;1;28;3;14;"Winter";0
92632.648875;192619.675075;642312.9955;941507.877990125;1869073.197440125;14.1;51.5;0;9.7;78;999.5;20.8;"Low";"Medium";29.6;302;302;46.1;675.2;"Medium-Low Consumption";2025;1;28;3;15;"Winter";0
76213.597975;200199.2952375;663872.552;931645.378378;1871930.8235904998;14.1;53;0;10.2;10;999.5;17.5;"Low";"Low";25.1;297;297;38.9;522;"Medium-Low Consumption";2025;1;28;3;16;"Winter";0
71414.176225;207778.9154;654721.389325;998254.48648375;1932168.9674337502;13.1;58;0;9.133333333333333;91;999.6;12.7;"Low";"Low";22.1;288;291;32.8;254;"Medium-High Consumption";2025;1;28;3;17;"Winter";0
53636.288075;209268.278325;611953.8004000001;1188446.04047625;2063304.40727625;11.5;67;0;8.066666666666666;2;1000.05;9;"Low";"Low";21.3;276;284;23.4;89.6;"High Consumption";2025;1;28;3;18;"Winter";0
51573.20215;210664.805775;572865.440325;1351448.1217025002;2186551.5699525;9.9;72;0;7;2;1000.5;11.9;"None";"None";25.6;269;277;20.5;0;"High Consumption";2025;1;28;3;19;"Winter";0
66531.7179;212703.5377;542355.888725;1327911.9360221252;2149503.0803471254;9.4;76;0;6.7;0;1000.9;10.5;"None";"None";24.3;276;276;20.9;0;"High Consumption";2025;1;28;3;20;"Winter";0
71903.820925;215747.9733;516604.0716;1304375.75034175;2108631.61616675;8.6;81;0;6.2;34;1001.2;9.1;"None";"None";21.6;261;273;18.4;0;"High Consumption";2025;1;28;3;21;"Winter";0
74605.7696;210124.507425;478667.032325;1144064.1197715832;1907461.4291215832;8.1;85;0;5.9;100;1001.5;7.5;"None";"None";19.3;259;274;15.8;0;"Medium-High Consumption";2025;1;28;3;22;"Winter";0
74039.22335;208681.064875;450111.7058;983752.4892014167;1716584.4832264166;7.5;89;0;5.6;100;1001;5.9;"None";"None";14.4;235;235;13.3;0;"Medium-Low Consumption";2025;1;28;3;23;"Winter";0
89767.274;206021.696875;425508.566025;823440.85863125;1544738.39553125;7.7;89;0;5.7;52;1000.9;6.4;"None";"None";14.2;218;244;10.8;0;"Medium-High Consumption";2025;1;29;4;0;"Winter";0
85835.36835;209311.2039;412606.663375;714303.748321;1422056.983946;8.6;86;0;6.5;100;1000.6;8.5;"None";"None";16.4;192;192;14.4;0;"Medium Consumption";2025;1;29;4;1;"Winter";0
91845.0335;206942.40975;401706.699075;653856.46638375;1354350.60870875;9.3;81;0;6.7;100;999.7;11.4;"None";"None";22.3;195;205;19.4;0;"Medium Consumption";2025;1;29;4;2;"Winter";0
91032.4402;210410.197275;396527.12915;620347.81775075;1318317.5843757498;10.2;76;0;7.25;100;998.8;12.9;"None";"None";24.9;207;216;22.3;0;"Medium Consumption";2025;1;29;4;3;"Winter";0
93320.434525;213236.317425;394017.944275;608643.45620975;1309218.15243475;10.149999999999999;76;0;7.8;100;997.75;13.7;"None";"None";25.3;205;211;23.75;0;"Medium Consumption";2025;1;29;4;4;"Winter";0
92319.996275;215395.3608;404590.47805;618350.64494125;1330656.48006625;10.1;79;0;7.1;100;996.7;14.2;"None";"None";27.3;201;208;25.2;0;"Medium Consumption";2025;1;29;4;5;"Winter";0
94061.420075;221360.641875;450181.870475;668061.30780025;1433665.24022525;10.1;81;0;7.2;100;995.9;14.4;"None";"None";27;209;217;26.3;0;"Medium Consumption";2025;1;29;4;6;"Winter";0
73904.5173;226364.3304;542317.405225;782193.30652375;1624779.55944875;10.7;80;0;7.8;99;995.8;15.3;"None";"None";27.5;219;226;28.1;0;"Medium-High Consumption";2025;1;29;4;7;"Winter";0
86037.332925;225237.404675;634452.939975;896325.30524725;1842052.98282225;10.9;81;0.1;8.2;100;995.4;15.2;"None";"None";27.2;219;228;27.7;28;"Medium-Low Consumption";2025;1;29;4;8;"Winter";0
92902.955625;220187.1439;715460.290675;1010457.30397075;2039007.69417075;11.9;85;0.1;9.2;98;994.7;17.7;"Low";"Low";29.2;215;222;31.3;202.6;"Medium-High Consumption";2025;1;29;4;9;"Winter";0
90366.536525;215676.774975;714974.36785;1044008.233485;2065025.912835;12.7;80;0;10.4;100;993.9;20.8;"Low";"Low";34.9;215;217;44.3;431.4;"High Consumption";2025;1;29;4;10;"Winter";0
87268.348225;210121.492575;688830.612775;1077559.16299925;2063779.6165742502;13.5;81;0.1;9.6;100;993.1;27.3;"Low";"Low";40.6;234;233;51.5;612.8;"High Consumption";2025;1;29;4;11;"Winter";0
86296.181125;204985.9942;617121.1476499999;1091110.50141;1999513.824385;12.2;86.5;3.1;9.1;100;992.2;23.4;"Low";"Medium";38.6;241;243;52.9;734.3;"High Consumption";2025;1;29;4;12;"Winter";0
92444.646725;204695.558075;586243.283475;1052184.35273675;1935567.8410117498;13.1;92;0.8;9.5;100;990.7;29;"Low";"Medium";45.8;236;236;51.1;787.7;"High Consumption";2025;1;29;4;13;"Winter";0
88631.90332499999;208355.0706875;624905.629875;1023598.04093425;1945490.64482175;14.1;86;0.1;9.9;81;989.4;33.1;"Low";"Medium";49.3;240;241;63.7;769.4;"High Consumption";2025;1;29;4;14;"Winter";0
90133.5083;212014.5833;648664.0688375;1010356.28392475;1961168.44436225;13.4;86;0.8;9.7;85;988.7;30;"Low";"Medium";43;275;275;59.4;610;"High Consumption";2025;1;29;4;15;"Winter";0
91042.5348;214234.914975;672422.5078;1018129.88744125;1995829.84501625;13.3;80;0;9.3;19;988.7;26.9;"Low";"Low";40.1;278;279;57.05;465.4;"High Consumption";2025;1;29;4;16;"Winter";0
71565.098725;211500.747175;653873.144075;1095686.475949;2032625.4659240001;12.6;74;0;7.8;25;989;29.2;"Low";"Low";45.5;283;284;54.7;320.2;"High Consumption";2025;1;29;4;17;"Winter";0
52047.3245;213577.715675;611343.8463625;1245878.492025125;2122847.378562625;11.5;73;0;6.7;46;989;27.1;"Low";"Low";43.9;280;281;52.66666666666667;92.3;"Medium-High Consumption";2025;1;29;4;18;"Winter";0
50827.25965;215443.42145;568814.54865;1396070.50810125;2231155.73785125;9.6;78;0.2;4.7;87;989.6;26.8;"None";"None";42.7;285;285;50.63333333333333;0;"High Consumption";2025;1;29;4;19;"Winter";0
49794.382;215486.299225;538445.816225;1411845.732594;2215572.230044;9.7;83;0.1;5.1;77;989.6;26;"None";"None";42;274;278;48.6;0;"High Consumption";2025;1;29;4;20;"Winter";0
60536.96525;216165.119675;516094.85665;1319938.45577625;2112735.39735125;9.2;82;0;4.5;91;989.6;26.2;"None";"None";42.5;282;285;47.4;0;"High Consumption";2025;1;29;4;21;"Winter";0
84832.048925;216843.940125;480215.573475;1193493.7614992498;1975385.3240242498;9.1;80;0;4.5;30;989.75;24.7;"None";"None";40.35;286;289;46.2;0;"High Consumption";2025;1;29;4;22;"Winter";0
90147.79415;215867.615775;449442.205025;1016861.43748675;1772319.05243675;8.75;80;0;4.3;58;989.9;22.9;"None";"None";38.2;289;292;45;0;"Medium-Low Consumption";2025;1;29;4;23;"Winter";0
87704.1748125;212264.63455;426880.7388;855603.71210025;1582453.2602627499;8.4;81;0;4.2;10;990;20.5;"None";"None";34.7;290;294;41.8;0;"Medium-High Consumption";2025;1;30;5;0;"Winter";0
85260.555475;210581.517275;415851.5312;741356.92085125;1453050.52480125;7.9;90;0;4.3;28;990.3;19.1;"None";"None";33.4;288;288;39.6;0;"Medium Consumption";2025;1;30;5;1;"Winter";0
85746.334625;211262.525025;402693.836175;691657.5366257499;1391360.23245075;7.9;90;0;4.2;69;990.6;19.6;"None";"None";34.4;298;302;34.6;0;"Medium Consumption";2025;1;30;5;2;"Winter";0
86642.63709999999;208797.077925;397212.33245;641958.15240025;1334610.19987525;8.6;87;0;4.3;18;991.6500000000001;23.4;"None";"None";38.3;314;317;42.1;0;"Medium Consumption";2025;1;30;5;3;"Winter";0
83067.657975;211026.4783;394387.00375;627570.917549;1316052.057574;8.6;84;0;4;0;992.7;24.75;"None";"None";40.8;325;328;44.63333333333333;0;"Medium Consumption";2025;1;30;5;4;"Winter";0
89840.547575;214716.314625;404457.86445;633232.9392794999;1342247.6659295;8.6;76;0;3.5;0;993.6;26.1;"None";"None";43.5;331;331;47.16666666666667;0;"Medium Consumption";2025;1;30;5;5;"Winter";0
89688.093575;220947.815525;451788.33455;678702.431947;1441126.675597;8.6;73;0;3.1;2;994.55;27.4;"None";"None";45;330;334;49.7;0;"Medium Consumption";2025;1;30;5;6;"Winter";0
74870.8695;223200.711225;520765.1464;795563.622419875;1614400.3495448749;8.4;69;0;2.9;1;995.5;27;"None";"None";44.5;335;338;50.4;0;"Medium-High Consumption";2025;1;30;5;7;"Winter";0
85777.456825;220287.3188;632110.219025;912424.81289275;1850599.8075427501;8.2;67;0;3.2;0;996.1;25.2;"Low";"None";42.2;340;340;49.3;29.9;"Medium-Low Consumption";2025;1;30;5;8;"Winter";0
87489.2271875;209638.10355;629722.6937124999;963434.80261025;1890284.8270602499;8.9;63;0;3.5;0;997.2;25;"Low";"Low";39.9;339;343;46.1;206.5;"High Consumption";2025;1;30;5;9;"Winter";0
89200.99755;202138.804025;627335.1684;966302.667823;1884977.6377980001;10.1;60;0;4.8;1;997.9;24.1;"Low";"Low";35.7;333;336;47.5;435.8;"Medium-Low Consumption";2025;1;30;5;10;"Winter";0
90997.298225;199571.676975;606970.493;969162.13358725;1866701.60178725;11.1;59;0;5.8;91;998.2;25.4;"Low";"Medium";36.1;332;332;48.6;617.5;"Medium-Low Consumption";2025;1;30;5;11;"Winter";0
86905.197875;195275.5846;557967.88485;988282.4031475;1828431.0704725;12.1;56;0;6.8;0;998.5;25.6;"Low";"Low";36;335;336;49.7;739.3;"Medium-Low Consumption";2025;1;30;5;12;"Winter";0
85493.898075;199580.3304875;531431.5649;957609.3874747499;1774115.18093725;12.8;52;0;7.35;7;998.1;26.3;"Low";"Medium";36.9;331;332;52.2;793;"Medium-Low Consumption";2025;1;30;5;13;"Winter";0
86593.9746;203885.076375;576527.237975;926936.371802;1793942.660752;12.766666666666667;49;0;7.9;29;997.5;25.7;"Low";"Medium";36.3;331;332;50.8;774.9;"Medium-Low Consumption";2025;1;30;5;14;"Winter";0
88507.9019;205622.591575;608448.814275;906616.1194845;1809195.4272345002;12.733333333333333;47;0;7.7;11;997.4;25.3;"Low";"Medium";35.9;334;334;49.349999999999994;686.2;"Medium-Low Consumption";2025;1;30;5;15;"Winter";0
90014.0148;215279.8229;643565.8936000001;909558.0203935;1858417.7516935002;12.7;49;0;7.5;0;997.8;23.9;"Low";"Low";34.9;335;335;47.9;532.9;"Medium-Low Consumption";2025;1;30;5;16;"Winter";0
79819.22775;222825.997675;627254.4913125001;981662.04136125;1911561.7580987501;11.8;54;0;7.2;2;998.7;19.7;"Low";"Low";32.3;336;338;44.6;325.6;"High Consumption";2025;1;30;5;17;"Winter";0
60464.175;226740.93425;610943.089025;1184382.96663575;2082531.16491075;10.600000000000001;58;0;5.9;0;999.05;17.6;"Low";"None";31.6;331;331;35.6;95;"High Consumption";2025;1;30;5;18;"Winter";0
67902.573775;229083.80285;574305.749925;1362865.0011515;2234157.1277015;9.4;63;0;4.9;19;999.4;18.950000000000003;"None";"None";35.1;332;334;35.3;0;"High Consumption";2025;1;30;5;19;"Winter";0
66794.05309999999;231437.1178;543861.865775;1401197.73353625;2243290.77021125;8.7;67;0;4.1;25;999.9;20.3;"None";"None";36.3;335;337;36;0;"High Consumption";2025;1;30;5;20;"Winter";0
81752.224;232981.15625;519211.380475;1321264.7350975;2155209.4958225;8.3;67;0;3.9;77;1000.5;19.4;"None";"None";33.55;337;341;37.1;0;"High Consumption";2025;1;30;5;21;"Winter";0
88397.0435;229170.2042;482512.458775;1164121.03886925;1964200.74534425;7.8;68.5;0;3.7;99;1001.1;16.2;"None";"None";30.8;343;347;34.6;0;"High Consumption";2025;1;30;5;22;"Winter";0
87096.77415;227817.37295;449861.3433;1006977.342641;1771752.8330410002;7.6;70;0;3.5;100;1001.3;15.7;"None";"None";29.8;342;348;28.8;0;"Medium-Low Consumption";2025;1;30;5;23;"Winter";0
88581.439975;227244.901275;426498.153175;842107.29450625;1584431.7889312499;7.4;73;0;3.4;100;1001;15.7;"None";"None";30;343;350;28.4;0;"Medium-High Consumption";2025;1;31;6;0;"Winter";1
84863.01912499999;228229.551525;413423.848725;726587.0632695;1453103.4826445002;7.9;76;0;4.5;100;1000.7;13.6;"None";"None";26.4;345;351;26.25;0;"Low Consumption";2025;1;31;6;1;"Winter";1
85737.71995;224582.5295;403071.3565;663158.74489525;1376550.3508452498;8.2;75;0;4.8;34;1000.4;13.6;"None";"None";25.6;342;342;24.1;0;"Medium Consumption";2025;1;31;6;2;"Winter";1
86612.420775;226029.729875;398163.924675;630504.6194935;1341310.6948185;7.4;78;0;4.2;20;1000.4;12.2;"None";"None";24.6;340;349;24.1;0;"Medium Consumption";2025;1;31;6;3;"Winter";1
87930.51065;225741.781725;395110.5238;614497.5567555;1323280.3729305002;6.7;81;0;3.4;58;1000.1;11.9;"None";"None";24.3;331;343;21.6;0;"Medium Consumption";2025;1;31;6;4;"Winter";1
86490.98445;225453.833575;404144.91525;640341.165776;1356430.899051;6.1;83;0;2.9;16;1000.4;11.6;"None";"None";23.8;342;342;21.6;0;"Medium Consumption";2025;1;31;6;5;"Winter";1
76137.11809999999;231169.151425;460587.2327625;666184.7747965;1434078.277084;5.5;84;0;2.5;5;1000.2;9.7;"None";"None";21.4;332;352;20.5;0;"Medium Consumption";2025;1;31;6;6;"Winter";1
79741.0604;238941.13135;517029.550275;795331.36547175;1631043.10749675;5.2;85;0;2.1;9;1000.2;9.8;"None";"None";22.1;343;1;17.6;0;"Medium-High Consumption";2025;1;31;6;7;"Winter";1
87399.952225;239148.76935;627158.921375;881466.4956050001;1835174.138555;5.1;84;0;2.1;0;1000.7;10.15;"Low";"None";20.5;351;8;17.3;31.8;"Medium-Low Consumption";2025;1;31;6;8;"Winter";1
77060.508875;229819.136775;613333.5153;967601.62573825;1887814.78668825;6.8;80;0;3.8;0;1001.3;10.5;"Low";"Low";20.1;357;15;17.6;188.5;"High Consumption";2025;1;31;6;9;"Winter";1
